Employee Number,Attrition,Business Travel,Age Group,Department,Education Field,Employee Count,Gender,Job Role,Marital Status,Over Time,Age,Distance From Home,Education,Environment Satisfaction,Job Level,Job Satisfaction,Monthly Income,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
172,Yes,Travel_Frequently,Under 25,Sales,Technical Degree,1,Female,Sales Representative,Single,No,19,1,High School,3,1,1,2325,1,4,0,0,0,0
173,No,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Single,No,36,3,Associates Degree,4,1,2,2088,13,2,8,7,7,2
174,No,Non-Travel,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Divorced,No,30,9,Bachelor's Degree,3,2,1,3072,12,3,12,9,6,10
175,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Female,Sales Executive,Divorced,Yes,45,4,Associates Degree,3,2,1,5006,9,4,5,4,0,3
176,No,Travel_Rarely,Over 55,R&D,Life Sciences,1,Female,Research Scientist,Divorced,Yes,56,8,Bachelor's Degree,3,1,1,4257,19,3,2,2,2,2
177,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Single,No,33,2,Bachelor's Degree,3,1,4,2500,4,4,3,1,0,2
178,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,19,2,Bachelor's Degree,2,1,4,1102,1,2,1,0,1,0
179,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Sales Executive,Divorced,No,46,1,Associates Degree,2,3,1,10453,24,3,24,13,15,7
180,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,38,9,Associates Degree,3,1,4,2288,2,3,2,2,2,1
181,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Married,Yes,31,12,High School,3,1,4,3929,7,3,4,2,0,2
182,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,34,27,Associates Degree,4,1,2,2311,9,3,3,2,1,2
183,Yes,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Sales Representative,Single,Yes,41,20,Associates Degree,2,1,2,3140,4,2,4,3,0,2
184,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Laboratory Technician,Married,No,50,1,Bachelor's Degree,3,1,3,3690,5,2,3,2,0,2
185,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Manufacturing Director,Divorced,No,53,13,Associates Degree,4,2,1,4450,5,3,4,2,1,3
186,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Married,No,33,14,Bachelor's Degree,4,1,2,2756,8,3,8,7,1,6
187,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Manager,Married,No,40,4,High School,4,5,3,19033,21,3,20,8,9,9
188,No,Travel_Rarely,Over 55,R&D,Medical,1,Male,Research Director,Single,No,55,14,Master's Degree,3,5,2,18722,36,3,24,15,2,15
189,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,34,2,High School,4,2,3,9547,10,2,10,9,1,9
190,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Healthcare Representative,Single,No,51,3,Bachelor's Degree,4,4,2,13734,21,3,7,7,1,0
191,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Manager,Married,No,52,1,Master's Degree,3,5,3,19999,34,3,33,18,11,9
192,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,27,9,Bachelor's Degree,4,1,2,2279,7,2,7,7,0,3
193,Yes,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Married,Yes,35,23,Associates Degree,2,2,3,5916,8,3,1,0,0,1
194,No,Non-Travel,35 - 44,R&D,Medical,1,Male,Research Scientist,Divorced,No,43,7,Bachelor's Degree,4,1,4,2089,7,4,5,4,2,2
195,No,Non-Travel,45 - 54,R&D,Medical,1,Male,Manager,Married,No,45,2,Associates Degree,1,4,4,16792,22,3,20,8,11,8
196,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,37,21,Bachelor's Degree,2,1,1,3564,8,2,8,7,1,7
197,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Single,No,35,2,Bachelor's Degree,2,2,2,4425,10,3,6,2,1,2
198,No,Non-Travel,35 - 44,R&D,Medical,1,Female,Manufacturing Director,Divorced,No,42,21,Associates Degree,3,2,3,5265,11,3,5,3,0,2
199,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,38,2,Master's Degree,4,2,3,6553,14,3,1,0,0,0
200,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Male,Manufacturing Director,Married,No,38,29,Bachelor's Degree,4,2,4,6261,9,1,7,7,1,7
201,No,Travel_Frequently,25 - 34,R&D,Technical Degree,1,Male,Manufacturing Director,Married,No,27,1,High School,3,2,1,4298,6,3,2,2,2,0
202,No,Non-Travel,45 - 54,R&D,Life Sciences,1,Male,Manufacturing Director,Divorced,Yes,49,18,Master's Degree,4,2,4,6804,7,3,7,7,1,7
203,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Research Scientist,Divorced,Yes,34,10,Master's Degree,4,1,3,3815,5,4,5,3,2,0
204,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Married,Yes,40,19,Associates Degree,3,2,4,2741,15,4,7,2,3,7
205,Yes,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Healthcare Representative,Married,Yes,38,29,High School,2,2,1,6673,17,3,1,0,0,0
206,Yes,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,No,29,27,Bachelor's Degree,2,3,4,7639,10,2,10,4,1,9
207,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Research Scientist,Divorced,Yes,22,5,Bachelor's Degree,4,1,2,2328,4,2,4,2,2,2
208,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Single,No,36,18,High School,2,1,4,2153,8,3,8,1,1,7
209,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Married,No,40,9,Doctoral Degree,4,2,4,4876,5,1,3,2,0,2
210,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Healthcare Representative,Divorced,No,46,1,Master's Degree,4,3,1,9396,17,3,4,2,0,3
211,Yes,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Married,No,32,4,Master's Degree,4,3,4,10400,14,2,14,8,9,8
212,No,Non-Travel,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Single,No,30,1,High School,3,3,3,8474,12,3,11,8,5,8
213,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Single,No,27,20,Bachelor's Degree,4,2,3,9981,7,3,7,7,0,7
214,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Married,No,51,8,Master's Degree,2,3,2,12490,16,1,10,9,4,7
215,Yes,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Female,Research Scientist,Single,Yes,30,3,Bachelor's Degree,4,1,1,2657,8,3,5,2,0,4
216,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Manager,Single,Yes,41,6,Bachelor's Degree,4,3,4,13591,16,3,1,0,0,0
217,Yes,Travel_Frequently,25 - 34,Sales,Marketing,1,Female,Sales Executive,Single,No,30,26,Master's Degree,3,2,1,6696,9,2,6,3,0,1
218,Yes,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Single,No,29,1,Bachelor's Degree,3,1,3,2058,7,2,6,2,1,5
219,No,Non-Travel,45 - 54,Sales,Medical,1,Female,Sales Executive,Single,No,45,6,Bachelor's Degree,4,3,4,8865,23,3,19,7,12,8
220,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Sales Executive,Married,No,54,3,Bachelor's Degree,4,2,1,5940,16,3,6,2,0,5
221,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,36,5,Associates Degree,4,2,2,5914,16,4,13,11,3,7
222,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Married,No,33,4,Master's Degree,3,1,2,2622,7,3,3,2,1,1
223,No,Travel_Frequently,35 - 44,R&D,Other,1,Male,Research Director,Divorced,Yes,37,11,Bachelor's Degree,2,3,4,12185,10,3,10,8,0,7
224,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,38,3,Bachelor's Degree,1,3,3,10609,17,2,16,10,5,13
225,No,Non-Travel,25 - 34,R&D,Medical,1,Male,Manufacturing Director,Married,No,31,1,Master's Degree,3,2,3,4345,6,3,5,4,1,4
226,No,Travel_Rarely,Over 55,R&D,Life Sciences,1,Male,Research Scientist,Married,No,59,3,Bachelor's Degree,3,1,4,2177,7,3,1,0,0,0
227,No,Travel_Frequently,35 - 44,Sales,Marketing,1,Male,Sales Representative,Divorced,No,37,4,Master's Degree,1,1,4,2793,13,3,9,8,5,8
228,No,Travel_Frequently,25 - 34,Sales,Medical,1,Female,Sales Executive,Married,No,29,1,High School,2,3,4,7918,11,3,11,10,4,1
229,No,Travel_Frequently,35 - 44,Sales,Marketing,1,Female,Sales Executive,Single,No,35,1,Bachelor's Degree,3,3,3,8789,10,4,10,7,0,8
230,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,Yes,29,18,High School,3,1,4,2389,4,2,4,3,0,1
231,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,52,2,Bachelor's Degree,3,1,4,3212,6,2,2,2,2,2
232,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Male,Manager,Married,No,42,4,Associates Degree,3,5,4,19232,22,3,22,17,11,15
233,No,Travel_Rarely,Over 55,HR,Medical,1,Male,Human Resources,Married,No,59,6,Associates Degree,2,1,3,2267,7,2,2,2,2,2
234,No,Travel_Rarely,45 - 54,Sales,Medical,1,Female,Manager,Divorced,No,50,1,Master's Degree,4,5,4,19517,32,2,7,0,0,6
235,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,Yes,33,14,Bachelor's Degree,3,1,4,2436,8,1,5,4,0,4
236,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Manager,Married,Yes,43,16,Bachelor's Degree,4,4,4,16064,22,3,17,13,1,9
237,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,33,2,Associates Degree,1,1,1,2707,13,4,9,7,1,7
238,No,Non-Travel,45 - 54,Sales,Life Sciences,1,Male,Manager,Single,Yes,52,2,Master's Degree,1,5,3,19068,33,4,33,7,15,12
239,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Female,Sales Representative,Married,No,32,4,Associates Degree,3,1,2,3931,6,3,4,3,1,2
240,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Single,Yes,32,1,Bachelor's Degree,4,1,3,3730,4,1,3,2,1,2
241,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Divorced,No,39,1,Master's Degree,3,1,3,2232,7,3,3,2,1,2
242,No,Non-Travel,25 - 34,Sales,Marketing,1,Male,Sales Executive,Married,No,32,26,Master's Degree,3,2,4,4465,4,3,3,2,2,2
243,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,41,19,Associates Degree,3,2,1,3072,17,2,1,0,0,0
244,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Male,Research Scientist,Divorced,No,40,24,Associates Degree,1,2,4,3319,9,3,9,8,4,7
245,No,Travel_Rarely,45 - 54,R&D,Other,1,Male,Manager,Married,No,45,1,Bachelor's Degree,3,5,4,19202,25,3,24,0,1,7
246,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Research Director,Divorced,No,31,3,Master's Degree,2,3,3,13675,9,3,2,2,2,2
247,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Married,No,33,5,Master's Degree,3,1,4,2911,2,2,2,2,0,2
248,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,34,2,Master's Degree,4,2,1,5957,13,3,11,9,5,9
249,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Scientist,Married,No,37,1,Associates Degree,3,1,1,3920,17,2,3,1,0,2
250,No,Travel_Frequently,45 - 54,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,45,7,Master's Degree,1,2,3,6434,9,3,3,2,0,2
251,Yes,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Manufacturing Director,Divorced,No,37,10,Bachelor's Degree,1,3,3,10048,17,3,1,0,0,0
252,No,Travel_Frequently,35 - 44,R&D,Technical Degree,1,Female,Healthcare Representative,Single,No,39,2,Master's Degree,3,3,3,10938,20,3,19,6,11,8
253,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Single,No,29,15,Bachelor's Degree,3,1,4,2340,6,3,6,5,1,5
254,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Single,Yes,42,17,Associates Degree,4,2,1,6545,10,3,3,2,0,2
255,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Divorced,No,29,20,Associates Degree,4,2,4,6931,10,3,3,2,0,2
256,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Manufacturing Director,Married,No,25,1,Bachelor's Degree,1,2,3,4898,5,3,4,2,1,2
257,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Laboratory Technician,Divorced,Yes,42,2,Bachelor's Degree,4,1,1,2593,10,3,9,6,7,8
258,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Director,Divorced,No,40,2,Associates Degree,1,5,3,19436,22,3,21,7,3,9
259,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Scientist,Married,No,51,1,Bachelor's Degree,3,1,4,2723,1,2,1,0,0,0
260,Yes,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Single,No,31,29,Associates Degree,3,1,2,3479,6,4,5,4,1,4
261,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,32,7,Bachelor's Degree,2,1,2,2794,5,1,5,1,0,3
262,No,Non-Travel,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,No,38,2,Associates Degree,4,2,4,5249,13,3,8,7,7,5
263,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Laboratory Technician,Single,No,32,2,High School,4,2,1,2176,9,3,6,2,0,4
264,No,Travel_Rarely,45 - 54,Sales,Technical Degree,1,Female,Manager,Married,Yes,46,2,Bachelor's Degree,3,4,2,16872,28,2,7,7,7,7
265,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,28,2,Master's Degree,1,1,3,3485,5,1,0,0,0,0
266,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Married,No,29,2,Bachelor's Degree,1,2,2,6644,10,3,0,0,0,0
267,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Healthcare Representative,Married,No,31,23,Bachelor's Degree,2,2,4,5582,10,3,9,0,7,8
268,No,Non-Travel,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,25,5,Associates Degree,2,2,1,4000,6,3,6,3,1,5
269,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Healthcare Representative,Married,Yes,45,20,Associates Degree,3,4,4,13496,21,3,20,7,4,10
270,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,36,6,Bachelor's Degree,4,1,4,3210,16,3,15,13,10,11
271,No,Travel_Rarely,Over 55,R&D,Medical,1,Male,Manager,Single,Yes,55,1,Bachelor's Degree,4,5,1,19045,37,3,36,10,4,13
272,Yes,Non-Travel,45 - 54,R&D,Life Sciences,1,Male,Manager,Married,Yes,47,29,Master's Degree,1,3,2,11849,10,2,10,7,9,9
273,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Married,No,28,9,Bachelor's Degree,4,1,4,2070,5,2,5,2,0,4
274,No,Travel_Rarely,35 - 44,Sales,Medical,1,Male,Sales Executive,Married,No,37,6,Master's Degree,3,2,4,6502,7,4,5,4,0,1
275,No,Travel_Rarely,Under 25,R&D,Medical,1,Male,Research Scientist,Single,No,21,3,Associates Degree,4,1,3,3230,3,4,3,2,1,0
276,No,Non-Travel,35 - 44,R&D,Medical,1,Female,Research Director,Divorced,Yes,37,1,Master's Degree,1,3,4,13603,15,3,5,2,0,2
277,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manager,Divorced,No,35,22,Bachelor's Degree,2,3,2,11996,10,2,7,7,6,2
278,No,Travel_Rarely,35 - 44,Sales,Medical,1,Female,Sales Executive,Divorced,Yes,38,7,Associates Degree,1,2,1,5605,8,3,8,0,7,7
279,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Manufacturing Director,Divorced,No,26,1,Bachelor's Degree,3,2,2,6397,6,1,6,5,1,4
280,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Divorced,No,50,4,High School,1,5,2,19144,28,2,10,4,1,6
281,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Research Director,Married,Yes,53,3,Master's Degree,3,4,3,17584,21,2,5,3,1,3
282,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,No,42,1,High School,2,2,3,4907,20,3,20,16,11,6
283,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Single,No,29,2,Associates Degree,2,2,4,4554,10,2,10,7,0,9
284,No,Travel_Rarely,Over 55,R&D,Technical Degree,1,Male,Laboratory Technician,Married,Yes,55,20,Associates Degree,2,2,4,5415,12,3,10,7,0,8
285,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Healthcare Representative,Married,Yes,26,11,Associates Degree,1,2,1,4741,5,3,5,3,3,3
286,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Single,No,37,1,Bachelor's Degree,4,1,4,2115,17,3,17,12,5,7
287,Yes,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,Yes,44,24,Bachelor's Degree,4,1,3,3161,19,1,1,0,0,0
288,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,38,23,Master's Degree,4,2,4,5745,10,3,2,2,1,2
289,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Divorced,Yes,26,16,Master's Degree,1,1,2,2373,5,3,3,2,0,2
290,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,No,28,8,Associates Degree,4,1,4,3310,5,3,5,3,0,2
291,No,Travel_Frequently,45 - 54,R&D,Life Sciences,1,Female,Research Director,Single,Yes,49,10,Master's Degree,3,5,1,18665,22,3,3,2,1,2
292,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Male,Research Scientist,Single,No,36,3,Bachelor's Degree,3,2,2,4485,10,3,8,0,7,7
293,No,Travel_Frequently,25 - 34,Sales,Marketing,1,Female,Sales Representative,Divorced,No,31,5,Bachelor's Degree,4,1,2,2789,2,2,2,2,2,2
294,Yes,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Single,Yes,26,4,Master's Degree,4,2,4,5828,8,3,8,7,7,4
295,No,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Research Scientist,Married,Yes,37,9,Bachelor's Degree,2,1,4,2326,4,2,4,2,1,2
296,No,Travel_Frequently,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,No,42,26,Bachelor's Degree,3,4,2,13525,23,4,20,4,4,8
297,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,18,3,Bachelor's Degree,3,1,3,1420,0,3,0,0,0,0
298,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Married,No,35,16,Bachelor's Degree,3,3,2,8020,12,2,11,9,6,9
299,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,36,18,Master's Degree,3,1,4,3688,4,3,1,0,0,0
300,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Manufacturing Director,Divorced,No,51,2,Bachelor's Degree,4,2,2,5482,13,3,4,1,1,2
301,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Manager,Single,No,41,2,Master's Degree,4,4,2,16015,22,3,22,10,0,4
302,No,Travel_Rarely,Under 25,Sales,Medical,1,Female,Sales Representative,Single,No,18,10,Bachelor's Degree,4,1,3,1200,0,3,0,0,0,0
303,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Healthcare Representative,Single,No,28,16,Associates Degree,2,2,1,5661,9,3,8,3,0,7
304,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1,Male,Sales Executive,Married,No,31,7,Bachelor's Degree,2,2,4,6929,10,2,8,7,7,7
305,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Healthcare Representative,Divorced,No,39,1,Bachelor's Degree,3,3,4,9613,19,2,18,10,3,7
306,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,36,24,Master's Degree,2,2,2,5674,11,3,9,8,0,8
307,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,32,7,Bachelor's Degree,4,2,3,5484,13,2,13,8,4,8
308,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Research Director,Married,No,38,25,Associates Degree,1,3,2,12061,19,3,10,8,0,1
309,No,Non-Travel,Over 55,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,Yes,58,1,Master's Degree,4,2,3,5660,12,3,5,3,1,2
310,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Married,Yes,31,5,Master's Degree,3,1,4,4821,6,3,5,2,0,3
311,No,Travel_Rarely,25 - 34,HR,Human Resources,1,Male,Human Resources,Married,No,31,2,Bachelor's Degree,1,2,1,6410,9,3,2,2,1,0
312,No,Travel_Frequently,45 - 54,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,45,7,Bachelor's Degree,1,3,1,5210,24,3,24,9,9,11
313,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Divorced,Yes,31,2,Master's Degree,3,1,4,2695,3,1,2,2,2,2
314,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Manager,Married,No,33,5,Master's Degree,4,3,2,11878,12,3,10,6,8,8
315,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Manager,Married,Yes,39,10,High School,3,4,1,17068,21,3,21,9,11,10
316,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,43,10,Master's Degree,3,1,4,2455,9,3,8,7,1,7
317,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Female,Healthcare Representative,Single,Yes,49,1,Associates Degree,3,4,3,13964,25,3,7,1,0,7
318,Yes,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Research Scientist,Married,No,52,8,Master's Degree,3,2,2,4941,11,2,8,2,7,7
319,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,Yes,27,5,Bachelor's Degree,3,1,2,2478,4,2,4,3,1,2
320,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1,Female,Sales Executive,Married,Yes,32,8,Associates Degree,3,2,2,5228,13,3,13,12,11,9
321,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Single,Yes,27,2,Bachelor's Degree,4,2,3,4478,5,3,5,4,0,4
322,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Divorced,No,31,7,Bachelor's Degree,4,2,4,7547,13,3,7,7,1,7
323,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,32,2,Master's Degree,1,2,4,5055,10,2,7,7,0,7
324,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Married,Yes,28,2,Master's Degree,1,1,4,3464,5,2,3,2,2,2
325,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Married,No,30,28,Associates Degree,4,2,4,5775,11,3,10,8,1,9
326,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Manufacturing Director,Married,No,31,7,Associates Degree,3,3,3,8943,10,3,10,9,8,9
327,No,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Manager,Married,No,39,7,Associates Degree,3,5,4,19272,21,3,21,9,13,3
328,Yes,Travel_Rarely,35 - 44,Sales,Medical,1,Female,Sales Executive,Married,Yes,39,3,Associates Degree,4,2,3,5238,12,2,1,0,0,0
329,No,Travel_Frequently,25 - 34,Sales,Marketing,1,Male,Sales Executive,Single,No,33,10,Bachelor's Degree,2,2,4,4682,9,2,7,7,0,1
330,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Married,No,47,5,Doctoral Degree,4,5,3,18300,21,3,3,2,1,1
331,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Divorced,No,43,10,Master's Degree,3,2,3,5257,9,4,9,7,0,0
332,No,Non-Travel,25 - 34,Sales,Marketing,1,Male,Sales Executive,Married,Yes,27,1,High School,3,2,2,6349,6,3,5,4,1,4
333,No,Travel_Frequently,45 - 54,R&D,Life Sciences,1,Female,Research Scientist,Single,No,54,20,Master's Degree,4,2,3,4869,20,2,4,3,0,3
334,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Married,No,43,7,Bachelor's Degree,3,3,1,9985,10,2,1,0,0,0
335,No,Travel_Rarely,45 - 54,R&D,Other,1,Male,Research Scientist,Married,No,45,8,Master's Degree,4,2,4,3697,12,3,10,9,9,8
336,No,Travel_Rarely,35 - 44,Sales,Medical,1,Male,Sales Executive,Married,Yes,40,1,Associates Degree,2,2,4,7457,6,2,4,3,0,2
337,Yes,Travel_Rarely,25 - 34,R&D,Other,1,Male,Laboratory Technician,Married,Yes,29,8,Master's Degree,2,1,1,2119,7,2,7,7,0,7
338,No,Travel_Rarely,25 - 34,R&D,Other,1,Male,Laboratory Technician,Single,No,29,9,Doctoral Degree,2,1,4,3983,4,3,3,2,2,2
339,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Divorced,No,30,5,Bachelor's Degree,4,2,3,6118,10,3,10,9,1,2
340,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,No,27,8,Master's Degree,2,2,2,6214,8,3,8,7,0,7
341,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Manufacturing Director,Divorced,No,37,5,Associates Degree,4,2,4,6347,8,2,6,2,0,4
342,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Director,Divorced,Yes,38,15,Associates Degree,3,3,4,11510,12,3,11,10,2,9
343,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Manufacturing Director,Single,Yes,31,7,Master's Degree,3,3,4,7143,11,2,11,9,4,10
344,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Divorced,Yes,29,10,High School,4,2,2,8268,7,3,7,7,1,7
